Country,Year,Intentional female homicides,female_population,Female deaths,Relationship_type,Value,vic_offender_relationship_per_100k,pct_of_value_to_femicides
Lithuania,2019,22.0,1498593.0,19615.0,Total,11.0,0.7,50.0
Lithuania,2019,22.0,1498593.0,19615.0,Family and relatives,2.0,,9.1
Lithuania,2019,22.0,1498593.0,19615.0,Intimate partner,9.0,,40.9
Lithuania,2020,29.0,1489736.0,22065.0,Total,13.0,0.9,44.8
Lithuania,2020,29.0,1489736.0,22065.0,Family and relatives,7.0,,24.1
Lithuania,2020,29.0,1489736.0,22065.0,Intimate partner,6.0,,20.7
Lithuania,2021,,1482082.0,,,,,
Lithuania,2022,,,,,,,
Luxembourg,2011,0.0,,1931.0,,,,
Luxembourg,2012,0.0,263033.0,1965.0,,,,
Luxembourg,2013,0.0,268627.0,1929.0,,,,
Luxembourg,2014,2.0,274563.0,1814.0,,,,
Luxembourg,2015,1.0,280986.0,1999.0,,,,
Luxembourg,2016,,287056.0,1951.0,,,,
Luxembourg,2017,,294026.0,2075.0,,,,
Luxembourg,2018,,299425.0,2043.0,,,,
Luxembourg,2019,,305174.0,2034.0,,,,
Luxembourg,2020,,311144.0,,,,,
Luxembourg,2021,,315274.0,,,,,
Luxembourg,2022,,,,,,,
Malta,2011,3.0,,1619.0,Total,,,
Malta,2011,3.0,,1619.0,Family and relatives,,,
Malta,2011,3.0,,1619.0,Intimate partner,,,
Malta,2012,3.0,209851.0,1686.0,Total,,,
Malta,2012,3.0,209851.0,1686.0,Family and relatives,0.0,,0.0
Malta,2012,3.0,209851.0,1686.0,Intimate partner,2.0,,66.7
Malta,2013,0.0,212126.0,1612.0,Total,,,
Malta,2013,0.0,212126.0,1612.0,Family and relatives,0.0,,
Malta,2013,0.0,212126.0,1612.0,Intimate partner,0.0,,
Malta,2014,1.0,214891.0,1630.0,Total,,,
Malta,2014,1.0,214891.0,1630.0,Family and relatives,0.0,,0.0
Malta,2014,1.0,214891.0,1630.0,Intimate partner,1.0,,100.0
Malta,2015,2.0,219203.0,1725.0,Total,1.0,0.5,50.0
Malta,2015,2.0,219203.0,1725.0,Family and relatives,0.0,,0.0
Malta,2015,2.0,219203.0,1725.0,Intimate partner,1.0,,50.0
Malta,2016,2.0,224019.0,1709.0,Total,2.0,0.9,100.0
Malta,2016,2.0,224019.0,1709.0,Family and relatives,0.0,,0.0
Malta,2016,2.0,224019.0,1709.0,Intimate partner,2.0,,100.0
Malta,2017,1.0,228634.0,1762.0,Total,0.0,0.0,0.0
Malta,2017,1.0,228634.0,1762.0,Family and relatives,0.0,,0.0
Malta,2017,1.0,228634.0,1762.0,Intimate partner,0.0,,0.0
Malta,2018,4.0,235102.0,1838.0,Total,4.0,1.7,100.0
Malta,2018,4.0,235102.0,1838.0,Family and relatives,2.0,,50.0
Malta,2018,4.0,235102.0,1838.0,Intimate partner,2.0,,50.0
Malta,2019,3.0,241723.0,1827.0,Total,2.0,0.8,66.7
Malta,2019,3.0,241723.0,1827.0,Family and relatives,2.0,,66.7
Malta,2019,3.0,241723.0,1827.0,Intimate partner,0.0,,0.0
Malta,2020,1.0,248802.0,,Total,1.0,0.4,100.0
Malta,2020,1.0,248802.0,,Family and relatives,0.0,,0.0
Malta,2020,1.0,248802.0,,Intimate partner,1.0,,100.0
Malta,2021,,249161.0,,,,,
Malta,2022,,,,,,,
Netherlands,2011,50.0,,70482.0,Total,,,
Netherlands,2011,50.0,,70482.0,Family and relatives,10.0,,20.0
Netherlands,2011,50.0,,70482.0,Intimate partner,25.0,,50.0
Netherlands,2012,50.0,8447477.0,72906.0,Total,,,
Netherlands,2012,50.0,8447477.0,72906.0,Family and relatives,5.0,,10.0
Netherlands,2012,50.0,8447477.0,72906.0,Intimate partner,21.0,,42.0
Netherlands,2013,56.0,8472236.0,72885.0,Total,,,
Netherlands,2013,56.0,8472236.0,72885.0,Family and relatives,8.0,,14.3
Netherlands,2013,56.0,8472236.0,72885.0,Intimate partner,27.0,,48.2
Netherlands,2014,30.0,8494904.0,72102.0,Total,,,
Netherlands,2014,30.0,8494904.0,72102.0,Family and relatives,5.0,,16.7
Netherlands,2014,30.0,8494904.0,72102.0,Intimate partner,16.0,,53.3
Netherlands,2015,42.0,8527868.0,76105.0,Total,33.0,0.4,78.6
Netherlands,2015,42.0,8527868.0,76105.0,Family and relatives,11.0,,26.2
Netherlands,2015,42.0,8527868.0,76105.0,Intimate partner,22.0,,52.4
Netherlands,2016,32.0,8561985.0,76817.0,Total,26.0,0.3,81.2
Netherlands,2016,32.0,8561985.0,76817.0,Family and relatives,7.0,,21.9
Netherlands,2016,32.0,8561985.0,76817.0,Intimate partner,19.0,,59.4
Netherlands,2017,43.0,8606405.0,77553.0,Total,26.0,0.3,60.5
Netherlands,2017,43.0,8606405.0,77553.0,Family and relatives,9.0,,20.9
Netherlands,2017,43.0,8606405.0,77553.0,Intimate partner,17.0,,39.5
Netherlands,2018,36.0,8654043.0,78841.0,Total,31.0,0.4,86.1
Netherlands,2018,36.0,8654043.0,78841.0,Family and relatives,3.0,,8.3
Netherlands,2018,36.0,8654043.0,78841.0,Intimate partner,28.0,,77.8
Netherlands,2019,42.0,8701077.0,77453.0,Total,31.0,0.4,73.8
Netherlands,2019,42.0,8701077.0,77453.0,Family and relatives,9.0,,21.4
Netherlands,2019,42.0,8701077.0,77453.0,Intimate partner,22.0,,52.4
Netherlands,2020,44.0,8759554.0,84361.0,Total,39.0,0.4,88.6
Netherlands,2020,44.0,8759554.0,84361.0,Family and relatives,15.0,,34.1
Netherlands,2020,44.0,8759554.0,84361.0,Intimate partner,24.0,,54.5
Netherlands,2021,37.0,8788879.0,85203.0,,,,
Netherlands,2022,,,,,,,
Poland,2011,,,177541.0,,,,
Poland,2012,,19636496.0,182914.0,,,,
Poland,2013,,19636442.0,185852.0,,,,
Poland,2014,91.0,19613892.0,180915.0,,,,
Poland,2015,108.0,19608451.0,190668.0,,,,
Poland,2016,71.0,19590169.0,186068.0,,,,
Poland,2017,94.0,19595127.0,195391.0,,,,
Poland,2018,83.0,19596388.0,200762.0,,,,
Poland,2019,80.0,19592436.0,198530.0,,,,
Poland,2020,89.0,19584757.0,227611.0,,,,
Poland,2021,,19532513.0,250859.0,,,,
Poland,2022,,,,,,,
Portugal,2011,,,50414.0,,,,
Portugal,2012,,5511961.0,53256.0,,,,
Portugal,2013,,5491592.0,52472.0,,,,
Portugal,2014,,5469281.0,51721.0,,,,
Portugal,2015,,5451156.0,54529.0,,,,
Portugal,2016,,5439821.0,55105.0,,,,
Portugal,2017,,5427117.0,54789.0,,,,
Portugal,2018,,5423335.0,56475.0,,,,
Portugal,2019,,5424251.0,56120.0,,,,
Portugal,2020,,5435932.0,,,,,
Portugal,2021,,5439503.0,,,,,
Portugal,2022,,,,,,,
Romania,2011,,,119262.0,Total,,,
Romania,2011,,,119262.0,Family and relatives,,,
Romania,2011,,,119262.0,Intimate partner,,,
Romania,2012,,10318889.0,121308.0,Total,,,
Romania,2012,,10318889.0,121308.0,Family and relatives,,,
Romania,2012,,10318889.0,121308.0,Intimate partner,,,
Romania,2013,,10258594.0,117935.0,Total,,,
Romania,2013,,10258594.0,117935.0,Family and relatives,,,
Romania,2013,,10258594.0,117935.0,Intimate partner,,,
Romania,2014,,10201259.0,120448.0,Total,,,
Romania,2014,,10201259.0,120448.0,Family and relatives,,,
Romania,2014,,10201259.0,120448.0,Intimate partner,,,
Romania,2015,,10163573.0,124456.0,Total,,,
Romania,2015,,10163573.0,124456.0,Family and relatives,,,
Romania,2015,,10163573.0,124456.0,Intimate partner,,,
Romania,2016,,10110852.0,121895.0,Total,,,
Romania,2016,,10110852.0,121895.0,Family and relatives,,,
Romania,2016,,10110852.0,121895.0,Intimate partner,,,
Romania,2017,89.0,10041869.0,124252.0,Total,54.0,0.5,60.7
Romania,2017,89.0,10041869.0,124252.0,Family and relatives,,,
Romania,2017,89.0,10041869.0,124252.0,Intimate partner,52.0,,58.4
Romania,2018,82.0,9978614.0,124638.0,Total,54.0,0.5,65.9
Romania,2018,82.0,9978614.0,124638.0,Family and relatives,,,
Romania,2018,82.0,9978614.0,124638.0,Intimate partner,,,
Romania,2019,71.0,9914008.0,122451.0,Total,54.0,0.5,76.1
Romania,2019,71.0,9914008.0,122451.0,Family and relatives,,,
Romania,2019,71.0,9914008.0,122451.0,Intimate partner,,,
Romania,2020,96.0,9868177.0,,Total,44.0,0.4,45.8
Romania,2020,96.0,9868177.0,,Family and relatives,,,
Romania,2020,96.0,9868177.0,,Intimate partner,,,
Romania,2021,,9814072.0,,,,,
Romania,2022,,,,,,,
Serbia,2011,39.0,,50750.0,,,,
Serbia,2012,38.0,3702229.0,50402.0,,,,
Serbia,2013,47.0,3684497.0,49300.0,,,,
Serbia,2014,38.0,3666896.0,50145.0,,,,
Serbia,2015,31.0,3649994.0,51432.0,,,,
Serbia,2016,41.0,3630114.0,50002.0,,,,
Serbia,2017,29.0,3611245.0,51813.0,,,,
Serbia,2018,28.0,3590852.0,50533.0,,,,
Serbia,2019,29.0,3570953.0,50019.0,,,,
Serbia,2020,23.0,3552066.0,56252.0,,,,
Serbia,2021,,3525575.0,66714.0,,,,
Serbia,2022,,,33676.0,,,,
Slovakia,2011,31.0,,24975.0,Total,,,
Slovakia,2011,31.0,,24975.0,Family and relatives,0.0,,0.0
Slovakia,2011,31.0,,24975.0,Intimate partner,9.0,,29.0
Slovakia,2012,17.0,2772570.0,25491.0,Total,,,
Slovakia,2012,17.0,2772570.0,25491.0,Family and relatives,2.0,,11.8
Slovakia,2012,17.0,2772570.0,25491.0,Intimate partner,3.0,,17.6
Slovakia,2013,23.0,2774857.0,25126.0,Total,,,
Slovakia,2013,23.0,2774857.0,25126.0,Family and relatives,,,
Slovakia,2013,23.0,2774857.0,25126.0,Intimate partner,,,
Slovakia,2014,19.0,2776889.0,24716.0,Total,,,
Slovakia,2014,19.0,2776889.0,24716.0,Family and relatives,1.0,,5.3
Slovakia,2014,19.0,2776889.0,24716.0,Intimate partner,0.0,,0.0
Slovakia,2015,14.0,2779021.0,26243.0,Total,2.0,0.1,14.3
Slovakia,2015,14.0,2779021.0,26243.0,Family and relatives,1.0,,7.1
Slovakia,2015,14.0,2779021.0,26243.0,Intimate partner,1.0,,7.1
Slovakia,2016,20.0,2780170.0,25446.0,Total,5.0,0.2,25.0
Slovakia,2016,20.0,2780170.0,25446.0,Family and relatives,,,
Slovakia,2016,20.0,2780170.0,25446.0,Intimate partner,5.0,,25.0
Slovakia,2017,19.0,2783659.0,26278.0,Total,4.0,0.1,21.1
Slovakia,2017,19.0,2783659.0,26278.0,Family and relatives,5.0,,26.3
Slovakia,2017,19.0,2783659.0,26278.0,Intimate partner,4.0,,21.1
Slovakia,2018,26.0,2786606.0,26371.0,Total,2.0,0.1,7.7
Slovakia,2018,26.0,2786606.0,26371.0,Family and relatives,,,
Slovakia,2018,26.0,2786606.0,26371.0,Intimate partner,2.0,,7.7
Slovakia,2019,15.0,2789344.0,25658.0,Total,5.0,0.2,33.3
Slovakia,2019,15.0,2789344.0,25658.0,Family and relatives,2.0,,13.3
Slovakia,2019,15.0,2789344.0,25658.0,Intimate partner,5.0,,33.3
Slovakia,2020,28.0,2792523.0,28478.0,Total,0.0,0.0,0.0
Slovakia,2020,28.0,2792523.0,28478.0,Family and relatives,0.0,,0.0
Slovakia,2020,28.0,2792523.0,28478.0,Intimate partner,0.0,,0.0
Slovakia,2021,,2793295.0,,,,,
Slovakia,2022,,,,,,,
Slovenia,2011,7.0,,9476.0,Total,,,
Slovenia,2011,7.0,,9476.0,Family and relatives,0.0,,0.0
Slovenia,2011,7.0,,9476.0,Intimate partner,4.0,,57.1
Slovenia,2012,6.0,1038765.0,9831.0,Total,,,
Slovenia,2012,6.0,1038765.0,9831.0,Family and relatives,3.0,,50.0
Slovenia,2012,6.0,1038765.0,9831.0,Intimate partner,2.0,,33.3
Slovenia,2013,3.0,1039760.0,9760.0,Total,,,
Slovenia,2013,3.0,1039760.0,9760.0,Family and relatives,1.0,,33.3
Slovenia,2013,3.0,1039760.0,9760.0,Intimate partner,1.0,,33.3
Slovenia,2014,6.0,1040211.0,9614.0,Total,,,
Slovenia,2014,6.0,1040211.0,9614.0,Family and relatives,2.0,,33.3
Slovenia,2014,6.0,1040211.0,9614.0,Intimate partner,4.0,,66.7
Slovenia,2015,11.0,1040645.0,10067.0,Total,4.0,0.4,36.4
Slovenia,2015,11.0,1040645.0,10067.0,Family and relatives,2.0,,18.2
Slovenia,2015,11.0,1040645.0,10067.0,Intimate partner,2.0,,18.2
Slovenia,2016,2.0,1040855.0,9949.0,Total,2.0,0.2,100.0
Slovenia,2016,2.0,1040855.0,9949.0,Family and relatives,2.0,,100.0
Slovenia,2016,2.0,1040855.0,9949.0,Intimate partner,0.0,,0.0
Slovenia,2017,9.0,1040770.0,10244.0,Total,6.0,0.6,66.7
Slovenia,2017,9.0,1040770.0,10244.0,Family and relatives,3.0,,33.3
Slovenia,2017,9.0,1040770.0,10244.0,Intimate partner,3.0,,33.3
Slovenia,2018,5.0,1039839.0,10199.0,Total,5.0,0.5,100.0
Slovenia,2018,5.0,1039839.0,10199.0,Family and relatives,5.0,,100.0
Slovenia,2018,5.0,1039839.0,10199.0,Intimate partner,0.0,,0.0
Slovenia,2019,4.0,1042252.0,10266.0,Total,3.0,0.3,75.0
Slovenia,2019,4.0,1042252.0,10266.0,Family and relatives,1.0,,25.0
Slovenia,2019,4.0,1042252.0,10266.0,Intimate partner,2.0,,50.0
Slovenia,2020,6.0,1044795.0,12091.0,Total,6.0,0.6,100.0
Slovenia,2020,6.0,1044795.0,12091.0,Family and relatives,5.0,,83.3
Slovenia,2020,6.0,1044795.0,12091.0,Intimate partner,1.0,,16.7
Slovenia,2021,6.0,1049039.0,11420.0,Total,6.0,0.6,100.0
Slovenia,2021,6.0,1049039.0,11420.0,Family and relatives,5.0,,83.3
Slovenia,2021,6.0,1049039.0,11420.0,Intimate partner,1.0,,16.7
Slovenia,2022,,,,,,,
Spain,2011,128.0,,188057.0,Total,,,
Spain,2011,128.0,,188057.0,Family and relatives,,,
Spain,2011,128.0,,188057.0,Intimate partner,,,
Spain,2012,124.0,23719207.0,197030.0,Total,,,
Spain,2012,124.0,23719207.0,197030.0,Family and relatives,,,
Spain,2012,124.0,23719207.0,197030.0,Intimate partner,,,
Spain,2013,121.0,23710130.0,190585.0,Total,,,
Spain,2013,121.0,23710130.0,190585.0,Family and relatives,20.0,,16.5
Spain,2013,121.0,23710130.0,190585.0,Intimate partner,54.0,,44.6
Spain,2014,127.0,23634738.0,194259.0,Total,,,
Spain,2014,127.0,23634738.0,194259.0,Family and relatives,12.0,,9.4
Spain,2014,127.0,23634738.0,194259.0,Intimate partner,57.0,,44.9
Spain,2015,121.0,23623019.0,209259.0,Total,76.0,0.3,62.8
Spain,2015,121.0,23623019.0,209259.0,Family and relatives,16.0,,13.2
Spain,2015,121.0,23623019.0,209259.0,Intimate partner,60.0,,49.6
Spain,2016,113.0,23632635.0,201618.0,Total,67.0,0.3,59.3
Spain,2016,113.0,23632635.0,201618.0,Family and relatives,19.0,,16.8
Spain,2016,113.0,23632635.0,201618.0,Intimate partner,48.0,,42.5
Spain,2017,113.0,23693426.0,210287.0,Total,64.0,0.3,56.6
Spain,2017,113.0,23693426.0,210287.0,Family and relatives,17.0,,15.0
Spain,2017,113.0,23693426.0,210287.0,Intimate partner,47.0,,41.6
Spain,2018,117.0,23776565.0,211279.0,Total,73.0,0.3,62.4
Spain,2018,117.0,23776565.0,211279.0,Family and relatives,26.0,,22.2
Spain,2018,117.0,23776565.0,211279.0,Intimate partner,47.0,,40.2
Spain,2019,126.0,23927801.0,206020.0,Total,68.0,0.3,54.0
Spain,2019,126.0,23927801.0,206020.0,Family and relatives,23.0,,18.3
Spain,2019,126.0,23927801.0,206020.0,Intimate partner,45.0,,35.7
Spain,2020,119.0,24133301.0,244112.0,Total,77.0,0.3,64.7
Spain,2020,119.0,24133301.0,244112.0,Family and relatives,30.0,,25.2
Spain,2020,119.0,24133301.0,244112.0,Intimate partner,47.0,,39.5
Spain,2021,108.0,24171413.0,219240.0,,,,
Spain,2022,,,,,,,
Sweden,2011,25.0,,46344.0,Total,,,
Sweden,2011,25.0,,46344.0,Family and relatives,,,
Sweden,2011,25.0,,46344.0,Intimate partner,,,
Sweden,2012,21.0,4756021.0,47653.0,Total,,,
Sweden,2012,21.0,4756021.0,47653.0,Family and relatives,,,
Sweden,2012,21.0,4756021.0,47653.0,Intimate partner,,,
Sweden,2013,26.0,4789988.0,46742.0,Total,,,
Sweden,2013,26.0,4789988.0,46742.0,Family and relatives,,,
Sweden,2013,26.0,4789988.0,46742.0,Intimate partner,,,
Sweden,2014,25.0,4830507.0,45594.0,Total,,,
Sweden,2014,25.0,4830507.0,45594.0,Family and relatives,,,
Sweden,2014,25.0,4830507.0,45594.0,Intimate partner,,,
Sweden,2015,29.0,4875115.0,46422.0,Total,,,
Sweden,2015,29.0,4875115.0,46422.0,Family and relatives,,,
Sweden,2015,29.0,4875115.0,46422.0,Intimate partner,,,
Sweden,2016,29.0,4920051.0,46561.0,Total,,,
Sweden,2016,29.0,4920051.0,46561.0,Family and relatives,,,
Sweden,2016,29.0,4920051.0,46561.0,Intimate partner,,,
Sweden,2017,27.0,4981806.0,47116.0,Total,10.0,0.2,37.0
Sweden,2017,27.0,4981806.0,47116.0,Family and relatives,,,
Sweden,2017,27.0,4981806.0,47116.0,Intimate partner,10.0,,37.0
Sweden,2018,33.0,5037580.0,46769.0,Total,22.0,0.4,66.7
Sweden,2018,33.0,5037580.0,46769.0,Family and relatives,,,
Sweden,2018,33.0,5037580.0,46769.0,Intimate partner,22.0,,66.7
Sweden,2019,25.0,5087747.0,44740.0,Total,16.0,0.3,64.0
Sweden,2019,25.0,5087747.0,44740.0,Family and relatives,,,
Sweden,2019,25.0,5087747.0,44740.0,Intimate partner,16.0,,64.0
Sweden,2020,25.0,5131775.0,48743.0,Total,13.0,0.3,52.0
Sweden,2020,25.0,5131775.0,48743.0,Family and relatives,,,
Sweden,2020,25.0,5131775.0,48743.0,Intimate partner,13.0,,52.0
Sweden,2021,24.0,5156448.0,45474.0,,,,
Sweden,2022,,,,,,,
